name;competence;willingness
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
bob;0.6500000000000001;0.5
